"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Ashton Goudeau","- - -","16","6","0","0","0","0","0.0%","66.7%",".000",".500",".167",".167",".167",".147",".135","-28","0.0","-1.0","0.7","0.0","15139"
"Robert Gsellman","NYM","18","6","0","0","0","0","16.7%","66.7%",".000",".000",".000",".167",".000",".115",".133","-28","0.0","-1.0","0.7","0.0","13696"
"Daz Cameron","DET","35","115","4","16","13","6","8.7%","33.0%",".165",".262",".194",".278",".359",".281",".284","77","2.3","-0.9","-3.1","0.0","18353"
"Kyle Muller","ATL","9","13","0","0","0","0","7.7%","53.8%",".000",".250",".091",".167",".091",".131",".114","-26","0.0","-2.1","1.6","0.0","20167"
"Brandon Woodruff","MIL","30","58","0","0","2","0","5.2%","48.3%",".000",".250",".115",".164",".115",".134",".143","-22","0.0","-9.1","7.0","0.0","16162"
"Jake Diekman","OAK","67","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","5003"
"Josh Fleming","TBR","26","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20418"
"Nick Tropeano","- - -","5","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","12385"
"Seth Lugo","NYM","46","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".176","-100","0.0","-0.3","0.1","0.0","12447"
"Anthony Banda","- - -","30","1","0","1","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".283","-100","0.0","-0.3","0.1","0.0","14706"
"Jake Reed","- - -","10","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".083","-100","0.0","-0.3","0.1","0.0","16209"
"Drew Smith","NYM","31","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".044","-100","0.0","-0.3","0.1","0.0","17755"
"Stephen Nogosek","NYM","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19545"
"Yennsy Diaz","NYM","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20218"
"Thomas Szapucki","NYM","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","21065"
"Danny Coulombe","MIN","29","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","13293"
"Charlie Barnes","MIN","9","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19865"
"Drew Hutchison","DET","9","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".064","-100","0.0","-0.3","0.1","0.0","10732"
"Jose Urena","DET","26","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","11589"
"Matt Manning","DET","18","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20369"
"Rony Garcia","DET","2","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20430"
"Nestor Cortes","NYY","23","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".153","-100","0.0","-0.3","0.1","0.0","17874"
"Jake Odorizzi","HOU","24","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".231","-100","0.0","-0.3","0.1","0.0","6397"
"Mark Melancon","SDP","64","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4264"
"Pedro Avila","SDP","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18864"
"Adrian Morejon","SDP","2","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".223","-100","0.0","-0.3","0.1","0.0","20039"
"Josh Sborz","TEX","63","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18323"
"John King","TEX","27","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".247","-100","0.0","-0.3","0.1","0.0","22051"
"Phil Maton","- - -","65","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".085","-100","0.0","-0.3","0.1","0.0","18064"
"Sam Hentges","CLE","30","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18548"
"Logan Allen","CLE","14","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18555"
"JC Mejia","CLE","17","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20617"
"Tyler Webb","STL","22","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","14974"
"Alex Reyes","STL","70","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".423","-100","0.0","-0.3","0.1","0.0","15015"
"Brandon Waddell","- - -","9","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18347"
"Junior Fernandez","STL","18","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18496"
"Jose Ruiz","CHW","59","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".100","-100","0.0","-0.3","0.1","0.0","14552"
"Michael Kopech","CHW","44","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".100","-100","0.0","-0.3","0.1","0.0","17282"
"Jose Cisnero","DET","67","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","-0.1","0.0","6399"
"Mike Wright Jr.","CHW","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","-0.1","0.0","12586"
"Richard Bleier","MIA","68","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","7803"
"Luis Madero","MIA","6","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".285","-100","0.0","-0.3","0.1","0.0","20399"
"Tony Watson","- - -","62","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","3132"
"Alex Cobb","LAA","18","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".058","-100","0.0","-0.3","0.1","0.0","6562"
"Jose Suarez","LAA","23","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19911"
"Packy Naughton","LAA","7","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","23292"
"Thomas Eshelman","BAL","9","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".126","-100","0.0","-0.3","0.1","0.0","18361"
"Tyler Chatwood","- - -","32","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","4338"
"Jay Jackson","SFG","23","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".172","-100","0.0","-0.3","0.1","0.0","7432"
"John Brebbia","SFG","18","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","12777"
"Matt Wisler","- - -","48","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","12804"
"Sam Selman","- - -","25","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","13397"
"Kenley Jansen","LAD","69","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","3096"
"Nate Jones","- - -","20","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".767","-100","0.0","-0.3","0.1","0.0","4696"
"Jimmie Sherfy","- - -","14","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".090","-100","0.0","-0.3","0.1","0.0","15118"
"Yefry Ramirez","LAD","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".061","-100","0.0","-0.3","0.1","0.0","15655"
"Tyler Zuber","KCR","31","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20379"
"Craig Kimbrel","- - -","63","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","6655"
"Dan Winkler","CHC","47","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".281","-100","0.0","-0.3","0.1","0.0","12237"
"Jake Jewell","CHC","10","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","16958"
"Scott Effross","CHC","14","1","0","0","1","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".020","-100","0.0","-0.3","0.1","0.0","18384"
"Michael Rucker","CHC","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19454"
"Manuel Rodriguez","CHC","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20794"
"Alek Manoah","TOR","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","26410"
"Jordan Zimmermann","MIL","2","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","4505"
"Josh Lindblom","MIL","8","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","7882"
"Zack Godley","MIL","2","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","14862"
"Justin Topa","MIL","4","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","15145"
"Miguel Sanchez","MIL","28","1","0","1","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".131","-100","0.0","-0.3","0.1","0.0","20074"
"Alec Bettinger","MIL","4","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","20312"
"Shelby Miller","- - -","13","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".076","-100","0.0","-0.3","0.1","0.0","10197"
"Clay Holmes","- - -","69","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","13649"
"David Bednar","PIT","61","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19569"
"Sean Poppen","- - -","24","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19583"
"Nick Mears","PIT","30","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","25376"
"Hector Neris","PHI","74","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","11804"
"Archie Bradley","PHI","53","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","12918"
"Sam Coonrod","PHI","42","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","17264"
"J.D. Hammer","PHI","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19548"
"Adonis Medina","PHI","4","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19903"
"Ramon Rosso","PHI","7","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","20368"
"Hans Crouse","PHI","2","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","22192"
"Javy Guerra","WSN","6","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","7407"
"Kyle McGowin","WSN","27","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","15071"
"Wander Suero","WSN","45","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".039","-100","0.0","-0.3","0.1","0.0","15855"
"Patrick Murphy","- - -","25","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19712"
"Chris Sale","BOS","9","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","10603"
"Tanner Houck","BOS","18","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","19879"
"Edgar Santana","ATL","41","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","17355"
"A.J. Minter","ATL","61","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","18655"
"Sonny Gray","CIN","26","43","0","4","0","0","2.3%","23.3%",".000",".194",".146",".167",".146",".142",".148","-23","0.0","-6.8","5.2","0.0","12768"
"R.J. Alaniz","CIN","3","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","10819"
"Heath Hembree","- - -","60","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","11632"
"Ryan Hendrix","CIN","36","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".216","-100","0.0","-0.3","0.1","0.0","19535"
"Ryan Castellani","COL","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".113","-100","0.0","-0.3","0.1","0.0","16377"
"Ryan Feltner","COL","2","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","21446"
"Dillon Peters","PIT","6","8","0","1","0","0","12.5%","50.0%",".000",".000",".000",".167",".000",".115",".153","-34","0.0","-1.4","1.0","0.0","18790"
"Corey Ray","MIL","1","3","0","1","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".231",".356","41","0.0","-0.2","0.0","0.0","19170"
"David Peterson","NYM","16","20","0","2","0","0","0.0%","50.0%",".063",".167",".063",".118",".125",".116",".114","-28","0.0","-3.3","2.4","0.0","20302"
"Aaron Hicks","NYY","32","126","4","13","14","0","11.1%","23.8%",".139",".224",".194",".294",".333",".279",".333","76","-0.2","-3.9","-0.5","0.0","5297"
"Ryan McBroom","KCR","7","9","0","1","0","0","11.1%","66.7%",".000","1.000",".250",".333",".250",".272",".146","67","0.0","-0.4","-0.1","0.0","16524"
"Dinelson Lamet","SDP","22","7","0","0","0","0","14.3%","85.7%",".000",".000",".000",".143",".000",".099",".099","-41","0.0","-1.3","0.8","0.0","17186"
"Taylor Jones","HOU","35","108","2","11","16","0","3.7%","26.9%",".157",".315",".245",".269",".402",".283",".249","78","-1.8","-4.6","0.8","0.0","19533"
"Johnny Cueto","SFG","22","37","0","1","0","1","8.1%","24.3%",".000",".100",".069",".156",".069",".120",".161","-29","0.2","-5.9","4.5","0.0","6893"
"Chris Bassitt","OAK","27","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","12304"
"Tyler Glasnow","TBR","14","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","14374"
"Darren McCaughan","SEA","2","2","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".182","-100","0.0","-0.5","0.2","0.0","20038"
"Yusei Kikuchi","SEA","29","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","20633"
"William Contreras","ATL","52","185","8","19","23","0","10.3%","29.2%",".184",".265",".215",".303",".399",".303",".320","86","-0.8","-4.1","-2.3","0.0","20503"
"Wilfredo Tovar","NYM","6","12","0","0","1","0","8.3%","33.3%",".000",".286",".182",".250",".182",".204",".241","30","0.1","-1.0","0.4","0.0","10416"
"Corey Oswalt","NYM","3","2","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","13677"
"Joe Ryan","MIN","5","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","21390"
"Tyler Alexander","DET","41","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","17735"
"Corey Kluber","NYY","16","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".051","-100","0.0","-0.5","0.2","0.0","2429"
"Zack Greinke","HOU","30","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".021","-100","0.0","-0.5","0.2","0.0","1943"
"Kyle Hendricks","CHC","32","61","0","3","1","0","3.3%","42.6%",".019",".231",".115",".148",".135",".130",".130","-24","0.0","-9.6","7.4","0.0","12049"
"Emilio Pagan","SDP","67","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".007","-100","0.0","-0.5","0.2","0.0","14771"
"Mike Foltynewicz","TEX","28","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","10811"
"Kolby Allard","TEX","32","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".003","-100","0.0","-0.5","0.2","0.0","18694"
"Kohei Arihara","TEX","10","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".050","-100","0.0","-0.5","0.2","0.0","27505"
"Eli Morgan","CLE","18","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","20203"
"Seth Elledge","STL","11","2","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".114","-100","0.0","-0.5","0.2","0.0","19766"
"Dallas Keuchel","CHW","32","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".022","-100","0.0","-0.5","0.2","0.0","9434"
"Steven Okert","MIA","34","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".130","-100","0.0","-0.5","0.2","0.0","13580"
"Adam Cimber","- - -","72","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".279","-100","0.0","-0.5","0.2","0.0","15288"
"Anthony Bender","MIA","61","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".217","-100","0.0","-0.5","0.2","0.0","19742"
"Zach Pop","MIA","50","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","20185"
"Junior Guerra","LAA","41","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".075","-100","0.0","-0.5","0.2","0.0","5702"
"Jorge Lopez","BAL","33","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".029","-100","0.0","-0.5","0.2","0.0","14527"
